     0.000,      3.370
     0.146,      3.373
     0.293,      3.381
     0.439,      3.394
     0.586,      3.414
     0.732,      3.438
     0.879,      3.470
     1.025,      3.508
     1.172,      3.553
     1.318,      3.605
     1.465,      3.665
     1.611,      3.734
     1.758,      3.813
     1.904,      3.903
     2.051,      4.005
     2.197,      4.122
     2.344,      4.255
     2.490,      4.407
     2.637,      4.580
     2.783,      4.781
     2.930,      5.013
     3.076,      5.283
     3.223,      5.603
     3.369,      5.983
     3.516,      6.442
     3.662,      7.006
     3.809,      7.713
     3.955,      8.623
     4.102,      9.834
     4.248,     11.524
     4.395,     14.038
     4.541,     18.166
     4.688,     26.177
     4.834,     48.345
     4.980,    403.224
     5.127,     60.875
     5.273,     27.737
     5.420,     17.726
     5.566,     12.898
     5.713,     10.059
     5.859,      8.190
     6.006,      6.869
     6.152,      5.885
     6.299,      5.126
     6.445,      4.521
     6.592,      4.030
     6.738,      3.622
     6.885,      3.280
     7.031,      2.987
     7.178,      2.734
     7.324,      2.515
     7.471,      2.322
     7.617,      2.151
     7.764,      2.000
     7.910,      1.863
     8.057,      1.741
     8.203,      1.630
     8.350,      1.529
     8.496,      1.437
     8.643,      1.353
     8.789,      1.276
     8.936,      1.205
     9.082,      1.139
     9.229,      1.078
     9.375,      1.022
     9.521,      0.969
     9.668,      0.920
     9.814,      0.874
     9.961,      0.831
    10.107,      0.791
    10.254,      0.753
    10.400,      0.717
    10.547,      0.683
    10.693,      0.652
    10.840,      0.622
    10.986,      0.594
    11.133,      0.567
    11.279,      0.541
    11.426,      0.517
    11.572,      0.494
    11.719,      0.472
    11.865,      0.451
    12.012,      0.431
    12.158,      0.412
    12.305,      0.394
    12.451,      0.377
    12.598,      0.360
    12.744,      0.344
    12.891,      0.329
    13.037,      0.314
    13.184,      0.300
    13.330,      0.287
    13.477,      0.274
    13.623,      0.262
    13.770,      0.250
    13.916,      0.238
    14.062,      0.227
    14.209,      0.217
    14.355,      0.206
    14.502,      0.197
    14.648,      0.187
    14.795,      0.178
    14.941,      0.169
    15.088,      0.160
    15.234,      0.152
    15.381,      0.144
    15.527,      0.136
    15.674,      0.129
    15.820,      0.121
    15.967,      0.114
    16.113,      0.108
    16.260,      0.101
    16.406,      0.094
    16.553,      0.088
    16.699,      0.082
    16.846,      0.076
    16.992,      0.071
    17.139,      0.065
    17.285,      0.060
    17.432,      0.054
    17.578,      0.049
    17.725,      0.044
    17.871,      0.040
    18.018,      0.035
    18.164,      0.030
    18.311,      0.026
    18.457,      0.022
    18.604,      0.017
    18.750,      0.013
    18.896,      0.009
    19.043,      0.005
    19.189,      0.002
    19.336,      0.002
    19.482,      0.006
    19.629,      0.009
    19.775,      0.013
    19.922,      0.016
    20.068,      0.019
    20.215,      0.022
    20.361,      0.026
    20.508,      0.029
    20.654,      0.032
    20.801,      0.034
    20.947,      0.037
    21.094,      0.040
    21.240,      0.043
    21.387,      0.045
    21.533,      0.048
    21.680,      0.051
    21.826,      0.053
    21.973,      0.055
    22.119,      0.058
    22.266,      0.060
    22.412,      0.062
    22.559,      0.065
    22.705,      0.067
    22.852,      0.069
    22.998,      0.072
    23.145,      0.073
    23.291,      0.075
    23.438,      0.077
    23.584,      0.079
    23.730,      0.081
    23.877,      0.083
    24.023,      0.085
    24.170,      0.087
    24.316,      0.088
    24.463,      0.090
    24.609,      0.092
    24.756,      0.093
    24.902,      0.095
    25.049,      0.097
    25.195,      0.098
    25.342,      0.100
    25.488,      0.101
    25.635,      0.103
    25.781,      0.104
    25.928,      0.105
    26.074,      0.107
    26.221,      0.108
    26.367,      0.110
    26.514,      0.111
    26.660,      0.112
    26.807,      0.114
    26.953,      0.115
    27.100,      0.116
    27.246,      0.117
    27.393,      0.118
    27.539,      0.120
    27.686,      0.121
    27.832,      0.122
    27.979,      0.123
    28.125,      0.124
    28.271,      0.125
    28.418,      0.126
    28.564,      0.127
    28.711,      0.128
    28.857,      0.129
    29.004,      0.130
    29.150,      0.131
    29.297,      0.132
    29.443,      0.133
    29.590,      0.134
    29.736,      0.135
    29.883,      0.136
    30.029,      0.137
    30.176,      0.138
    30.322,      0.139
    30.469,      0.140
    30.615,      0.140
    30.762,      0.141
    30.908,      0.142
    31.055,      0.143
    31.201,      0.144
    31.348,      0.144
    31.494,      0.145
    31.641,      0.146
    31.787,      0.147
    31.934,      0.147
    32.080,      0.148
    32.227,      0.149
    32.373,      0.150
    32.520,      0.150
    32.666,      0.151
    32.812,      0.151
    32.959,      0.152
    33.105,      0.153
    33.252,      0.154
    33.398,      0.154
    33.545,      0.155
    33.691,      0.156
    33.838,      0.156
    33.984,      0.157
    34.131,      0.157
    34.277,      0.158
    34.424,      0.159
    34.570,      0.159
    34.717,      0.160
    34.863,      0.160
    35.010,      0.161
    35.156,      0.161
    35.303,      0.162
    35.449,      0.162
    35.596,      0.163
    35.742,      0.163
    35.889,      0.164
    36.035,      0.164
    36.182,      0.165
    36.328,      0.165
    36.475,      0.166
    36.621,      0.166
    36.768,      0.167
    36.914,      0.167
    37.061,      0.168
    37.207,      0.168
    37.354,      0.169
    37.500,      0.169
    37.646,      0.170
    37.793,      0.170
    37.939,      0.170
    38.086,      0.171
    38.232,      0.171
    38.379,      0.172
    38.525,      0.172
    38.672,      0.172
    38.818,      0.173
    38.965,      0.173
    39.111,      0.174
    39.258,      0.174
    39.404,      0.174
    39.551,      0.175
    39.697,      0.175
    39.844,      0.176
    39.990,      0.176
    40.137,      0.176
    40.283,      0.177
    40.430,      0.177
    40.576,      0.177
    40.723,      0.178
    40.869,      0.178
    41.016,      0.178
    41.162,      0.179
    41.309,      0.179
    41.455,      0.179
    41.602,      0.180
    41.748,      0.180
    41.895,      0.180
    42.041,      0.180
    42.188,      0.181
    42.334,      0.181
    42.480,      0.181
    42.627,      0.182
    42.773,      0.182
    42.920,      0.182
    43.066,      0.182
    43.213,      0.183
    43.359,      0.183
    43.506,      0.183
    43.652,      0.183
    43.799,      0.184
    43.945,      0.184
    44.092,      0.184
    44.238,      0.185
    44.385,      0.185
    44.531,      0.185
    44.678,      0.185
    44.824,      0.186
    44.971,      0.186
    45.117,      0.186
    45.264,      0.186
    45.410,      0.187
    45.557,      0.187
    45.703,      0.187
    45.850,      0.187
    45.996,      0.187
    46.143,      0.188
    46.289,      0.188
    46.436,      0.188
    46.582,      0.188
    46.729,      0.189
    46.875,      0.189
    47.021,      0.189
    47.168,      0.189
    47.314,      0.189
    47.461,      0.190
    47.607,      0.190
    47.754,      0.190
    47.900,      0.190
    48.047,      0.190
    48.193,      0.191
    48.340,      0.191
    48.486,      0.191
    48.633,      0.191
    48.779,      0.191
    48.926,      0.192
    49.072,      0.192
    49.219,      0.192
    49.365,      0.192
    49.512,      0.192
    49.658,      0.192
    49.805,      0.193
    49.951,      0.193
    50.098,      0.193
    50.244,      0.193
    50.391,      0.193
    50.537,      0.193
    50.684,      0.194
    50.830,      0.194
    50.977,      0.194
    51.123,      0.194
    51.270,      0.194
    51.416,      0.194
    51.562,      0.195
    51.709,      0.195
    51.855,      0.195
    52.002,      0.195
    52.148,      0.195
    52.295,      0.195
    52.441,      0.195
    52.588,      0.195
    52.734,      0.196
    52.881,      0.196
    53.027,      0.196
    53.174,      0.196
    53.320,      0.196
    53.467,      0.196
    53.613,      0.196
    53.760,      0.197
    53.906,      0.197
    54.053,      0.197
    54.199,      0.197
    54.346,      0.197
    54.492,      0.197
    54.639,      0.197
    54.785,      0.197
    54.932,      0.198
    55.078,      0.198
    55.225,      0.198
    55.371,      0.198
    55.518,      0.198
    55.664,      0.198
    55.811,      0.198
    55.957,      0.198
    56.104,      0.198
    56.250,      0.198
    56.396,      0.199
    56.543,      0.199
    56.689,      0.199
    56.836,      0.199
    56.982,      0.199
    57.129,      0.199
